Date,Quantity_Consumed,Lead_Time,Sales_Volume,Month,Year,lag_7,lag_14,lag_30,rolling_7,rolling_30,month,dayofweek,Material_Name_Sand,Material_Name_TMT_Steel,Vendor_Name_Vendor_B,Vendor_Name_Vendor_C,Location_Ghaziabad,Location_Noida
2024-06-15,161.0,11,154,6,2024,179.0,151.0,157.0,160.85714285714286,163.6,6,5,False,False,False,False,False,True
2024-06-16,144.0,6,141,6,2024,191.0,167.0,156.0,154.14285714285714,163.2,6,6,False,False,False,False,True,False
2024-06-17,160.0,12,155,6,2024,151.0,157.0,161.0,155.42857142857142,163.16666666666666,6,0,False,False,False,False,False,False
2024-06-18,167.0,14,167,6,2024,186.0,121.0,154.0,152.71428571428572,163.6,6,1,False,False,False,True,False,False
2024-06-19,151.0,12,147,6,2024,162.0,181.0,171.0,151.14285714285714,162.93333333333334,6,2,False,False,False,False,True,False
2024-06-20,143.0,5,145,6,2024,135.0,146.0,142.0,152.28571428571428,162.96666666666667,6,3,False,False,True,False,True,False
2024-06-21,165.0,10,155,6,2024,140.0,171.0,174.0,155.85714285714286,162.66666666666666,6,4,False,False,True,False,True,False
2024-06-22,147.0,9,140,6,2024,161.0,179.0,164.0,153.85714285714286,162.1,6,5,False,False,True,False,False,True
2024-06-23,143.0,5,152,6,2024,144.0,191.0,163.0,153.71428571428572,161.43333333333334,6,6,False,False,True,False,True,False
2024-06-24,165.0,6,169,6,2024,160.0,151.0,153.0,154.42857142857142,161.83333333333334,6,0,False,False,False,False,False,True
2024-06-25,152.0,5,161,6,2024,167.0,186.0,176.0,152.28571428571428,161.03333333333333,6,1,False,False,True,False,False,False
2024-06-26,153.0,11,149,6,2024,151.0,162.0,187.0,152.57142857142858,159.9,6,2,False,False,False,True,True,False
2024-06-27,167.0,9,176,6,2024,143.0,135.0,174.0,156.0,159.66666666666666,6,3,False,False,True,False,False,False
2024-06-28,166.0,14,171,6,2024,165.0,140.0,191.0,156.14285714285714,158.83333333333334,6,4,False,False,True,False,False,True
2024-06-29,147.0,9,145,6,2024,147.0,161.0,180.0,156.14285714285714,157.73333333333332,6,5,False,False,False,True,True,False
2024-06-30,144.0,11,135,6,2024,143.0,144.0,163.0,156.28571428571428,157.1,6,6,False,False,True,False,False,False
2024-07-01,161.0,8,154,7,2024,165.0,160.0,151.0,155.71428571428572,157.43333333333334,7,0,False,False,False,False,False,True
2024-07-02,154.0,6,159,7,2024,152.0,167.0,167.0,156.0,157.0,7,1,False,False,False,True,True,False
2024-07-03,177.0,5,176,7,2024,153.0,151.0,157.0,159.42857142857142,157.66666666666666,7,2,False,False,False,False,False,False
2024-07-04,171.0,14,178,7,2024,167.0,143.0,121.0,160.0,159.33333333333334,7,3,False,False,False,True,False,False
2024-07-05,133.0,14,137,7,2024,166.0,165.0,181.0,155.28571428571428,157.73333333333332,7,4,False,False,False,False,True,False
2024-07-06,163.0,10,153,7,2024,147.0,147.0,146.0,157.57142857142858,158.3,7,5,False,False,False,False,True,False
2024-07-07,121.0,10,113,7,2024,144.0,143.0,171.0,154.28571428571428,156.63333333333333,7,6,False,False,False,False,False,False
2024-07-08,159.0,6,149,7,2024,161.0,165.0,179.0,154.0,155.96666666666667,7,0,False,False,False,True,True,False
2024-07-09,151.0,13,159,7,2024,154.0,152.0,191.0,153.57142857142858,154.63333333333333,7,1,False,False,False,True,False,True
2024-07-10,166.0,5,174,7,2024,177.0,153.0,151.0,152.0,155.13333333333333,7,2,False,False,False,True,False,True
2024-07-11,169.0,5,168,7,2024,171.0,167.0,186.0,151.71428571428572,154.56666666666666,7,3,False,False,False,True,False,False
2024-07-12,130.0,11,133,7,2024,133.0,166.0,162.0,151.28571428571428,153.5,7,4,False,False,False,False,False,False
2024-07-13,130.0,10,120,7,2024,163.0,147.0,135.0,146.57142857142858,153.33333333333334,7,5,False,False,False,True,True,False
2024-07-14,138.0,11,140,7,2024,121.0,144.0,140.0,149.0,153.26666666666668,7,6,False,False,False,False,False,True
2024-07-15,138.0,7,130,7,2024,159.0,161.0,161.0,146.0,152.5,7,0,False,False,True,False,False,False
2024-07-16,157.0,5,155,7,2024,151.0,154.0,144.0,146.85714285714286,152.93333333333334,7,1,False,False,False,True,False,False
2024-07-17,152.0,5,158,7,2024,166.0,177.0,160.0,144.85714285714286,152.66666666666666,7,2,False,False,False,True,False,False
2024-07-18,128.0,13,133,7,2024,169.0,171.0,167.0,139.0,151.36666666666667,7,3,False,False,False,True,False,False
2024-07-19,105.0,14,95,7,2024,130.0,133.0,151.0,135.42857142857142,149.83333333333334,7,4,False,False,False,True,True,False
2024-07-20,140.0,5,130,7,2024,130.0,163.0,143.0,136.85714285714286,149.73333333333332,7,5,False,False,True,False,False,False
2024-07-21,153.0,11,160,7,2024,138.0,121.0,165.0,139.0,149.33333333333334,7,6,False,False,False,True,False,False
2024-07-22,136.0,13,142,7,2024,138.0,159.0,147.0,138.71428571428572,148.96666666666667,7,0,False,False,False,True,False,True
2024-07-23,171.0,5,174,7,2024,157.0,151.0,143.0,140.71428571428572,149.9,7,1,False,False,False,True,False,False
2024-07-24,149.0,5,141,7,2024,152.0,166.0,165.0,140.28571428571428,149.36666666666667,7,2,False,False,False,True,True,False
2024-07-25,148.0,5,138,7,2024,128.0,169.0,152.0,143.14285714285714,149.23333333333332,7,3,False,False,False,False,True,False
2024-07-26,170.0,8,175,7,2024,105.0,130.0,153.0,152.42857142857142,149.8,7,4,False,False,False,True,True,False
2024-07-27,134.0,7,143,7,2024,140.0,130.0,167.0,151.57142857142858,148.7,7,5,False,False,False,False,False,False
2024-07-28,102.0,5,103,7,2024,153.0,138.0,166.0,144.28571428571428,146.56666666666666,7,6,False,False,False,False,True,False
2024-07-29,119.0,6,125,7,2024,136.0,138.0,147.0,141.85714285714286,145.63333333333333,7,0,False,False,False,True,True,False
2024-07-30,163.0,8,154,7,2024,171.0,157.0,144.0,140.71428571428572,146.26666666666668,7,1,False,False,True,False,False,False
2024-07-31,134.0,12,142,7,2024,149.0,152.0,161.0,138.57142857142858,145.36666666666667,7,2,False,False,True,False,False,True
2024-08-01,134.0,11,139,8,2024,148.0,128.0,154.0,136.57142857142858,144.7,8,3,False,False,False,True,False,False
2024-08-02,134.0,10,126,8,2024,170.0,105.0,177.0,131.42857142857142,143.26666666666668,8,4,False,False,False,True,False,False
2024-08-03,135.0,14,132,8,2024,134.0,140.0,171.0,131.57142857142858,142.06666666666666,8,5,False,False,False,False,False,True
2024-08-04,139.0,6,142,8,2024,102.0,153.0,133.0,136.85714285714286,142.26666666666668,8,6,False,False,True,False,True,False
2024-08-05,143.0,11,144,8,2024,119.0,136.0,163.0,140.28571428571428,141.6,8,0,False,False,False,False,False,True
2024-08-06,143.0,14,149,8,2024,163.0,171.0,121.0,137.42857142857142,142.33333333333334,8,1,False,False,False,True,False,True
2024-08-07,122.0,12,113,8,2024,134.0,149.0,159.0,135.71428571428572,141.1,8,2,False,False,False,True,False,True
2024-08-08,129.0,10,132,8,2024,134.0,148.0,151.0,135.0,140.36666666666667,8,3,False,False,False,False,False,True
2024-08-09,141.0,13,137,8,2024,134.0,170.0,166.0,136.0,139.53333333333333,8,4,False,False,False,True,False,False
2024-08-10,161.0,14,169,8,2024,135.0,134.0,169.0,139.71428571428572,139.26666666666668,8,5,False,False,False,True,True,False
2024-08-11,142.0,6,132,8,2024,139.0,102.0,130.0,140.14285714285714,139.66666666666666,8,6,False,False,False,True,False,True
2024-08-12,138.0,11,138,8,2024,143.0,119.0,130.0,139.42857142857142,139.93333333333334,8,0,False,False,True,False,True,False
2024-08-13,133.0,6,127,8,2024,143.0,163.0,138.0,138.0,139.76666666666668,8,1,False,False,True,False,True,False
2024-08-14,139.0,6,139,8,2024,122.0,134.0,138.0,140.42857142857142,139.8,8,2,False,False,False,True,False,False
2024-08-15,147.0,6,155,8,2024,129.0,134.0,157.0,143.0,139.46666666666667,8,3,False,False,True,False,False,False
2024-08-16,121.0,13,128,8,2024,141.0,134.0,152.0,140.14285714285714,138.43333333333334,8,4,False,False,False,False,False,True
2024-08-17,124.0,6,125,8,2024,161.0,135.0,128.0,134.85714285714286,138.3,8,5,False,False,False,True,True,False
2024-08-18,128.0,13,125,8,2024,142.0,139.0,105.0,132.85714285714286,139.06666666666666,8,6,False,False,False,True,True,False
2024-08-19,137.0,6,140,8,2024,138.0,143.0,140.0,132.71428571428572,138.96666666666667,8,0,False,False,True,False,False,False
2024-08-20,132.0,14,132,8,2024,133.0,143.0,153.0,132.57142857142858,138.26666666666668,8,1,False,False,False,True,False,True
2024-08-21,104.0,12,100,8,2024,139.0,122.0,136.0,127.57142857142857,137.2,8,2,False,False,False,True,False,True
2024-08-22,135.0,9,133,8,2024,147.0,129.0,171.0,125.85714285714286,136.0,8,3,False,False,True,False,True,False
2024-08-23,138.0,11,140,8,2024,121.0,141.0,149.0,128.28571428571428,135.63333333333333,8,4,False,False,False,False,False,True
2024-08-24,115.0,12,113,8,2024,124.0,161.0,148.0,127.0,134.53333333333333,8,5,False,False,False,False,True,False
2024-08-25,124.0,10,132,8,2024,128.0,142.0,170.0,126.42857142857143,133.0,8,6,False,False,False,True,False,False
2024-08-26,118.0,8,109,8,2024,137.0,138.0,134.0,123.71428571428571,132.46666666666667,8,0,False,False,True,False,False,False
2024-08-27,139.0,13,130,8,2024,132.0,133.0,102.0,124.71428571428571,133.7,8,1,False,False,False,True,False,True
2024-08-28,119.0,12,125,8,2024,104.0,139.0,119.0,126.85714285714286,133.7,8,2,False,False,False,True,True,False
2024-08-29,123.0,8,121,8,2024,135.0,147.0,163.0,125.14285714285714,132.36666666666667,8,3,False,False,False,False,True,False
2024-08-30,134.0,14,140,8,2024,138.0,121.0,134.0,124.57142857142857,132.36666666666667,8,4,False,False,True,False,False,True
2024-08-31,137.0,10,129,8,2024,115.0,124.0,134.0,127.71428571428571,132.46666666666667,8,5,False,False,True,False,False,False
2024-09-01,127.0,11,136,9,2024,124.0,128.0,134.0,128.14285714285714,132.23333333333332,9,6,False,False,True,False,False,True
2024-09-02,93.0,6,95,9,2024,118.0,137.0,135.0,124.57142857142857,130.83333333333334,9,0,False,False,False,False,False,False
2024-09-03,149.0,14,148,9,2024,139.0,132.0,139.0,126.0,131.16666666666666,9,1,False,False,False,False,False,True
2024-09-04,146.0,5,143,9,2024,119.0,104.0,143.0,129.85714285714286,131.26666666666668,9,2,False,False,False,False,False,True
2024-09-05,141.0,7,141,9,2024,123.0,135.0,143.0,132.42857142857142,131.2,9,3,False,False,False,False,False,False
2024-09-06,145.0,14,146,9,2024,134.0,138.0,122.0,134.0,131.96666666666667,9,4,False,False,False,False,True,False
2024-09-07,146.0,12,140,9,2024,137.0,115.0,129.0,135.28571428571428,132.53333333333333,9,5,False,False,True,False,False,False
2024-09-08,155.0,13,147,9,2024,127.0,124.0,141.0,139.28571428571428,133.0,9,6,False,False,False,False,True,False
2024-09-09,130.0,11,135,9,2024,93.0,118.0,161.0,144.57142857142858,131.96666666666667,9,0,False,False,False,False,False,True
2024-09-10,112.0,7,103,9,2024,149.0,139.0,142.0,139.28571428571428,130.96666666666667,9,1,False,False,True,False,False,False
2024-09-11,135.0,11,141,9,2024,146.0,119.0,138.0,137.71428571428572,130.86666666666667,9,2,False,False,False,False,False,True
2024-09-12,148.0,12,156,9,2024,141.0,123.0,133.0,138.71428571428572,131.36666666666667,9,3,False,False,False,True,True,False
2024-09-13,133.0,8,141,9,2024,145.0,134.0,139.0,137.0,131.16666666666666,9,4,False,False,False,False,True,False
2024-09-14,107.0,6,114,9,2024,146.0,137.0,147.0,131.42857142857142,129.83333333333334,9,5,False,False,False,False,False,False
2024-09-15,115.0,13,113,9,2024,155.0,127.0,121.0,125.71428571428571,129.63333333333333,9,6,False,False,False,True,True,False
2024-09-16,111.0,13,120,9,2024,130.0,93.0,124.0,123.0,129.2,9,0,False,False,True,False,True,False
2024-09-17,128.0,11,118,9,2024,112.0,149.0,128.0,125.28571428571429,129.2,9,1,False,False,True,False,False,True
2024-09-18,121.0,6,128,9,2024,135.0,146.0,137.0,123.28571428571429,128.66666666666666,9,2,False,False,False,False,True,False
2024-09-19,141.0,11,137,9,2024,148.0,141.0,132.0,122.28571428571429,128.96666666666667,9,3,False,False,False,True,False,True
2024-09-20,130.0,10,131,9,2024,133.0,145.0,104.0,121.85714285714286,129.83333333333334,9,4,False,False,False,False,False,True
2024-09-21,148.0,8,139,9,2024,107.0,146.0,135.0,127.71428571428571,130.26666666666668,9,5,False,False,False,False,True,False
2024-09-22,144.0,13,143,9,2024,115.0,155.0,138.0,131.85714285714286,130.46666666666667,9,6,False,False,False,True,False,False
2024-09-23,102.0,10,107,9,2024,111.0,130.0,115.0,130.57142857142858,130.03333333333333,9,0,False,False,True,False,False,True
2024-09-24,130.0,8,136,9,2024,128.0,112.0,124.0,130.85714285714286,130.23333333333332,9,1,False,False,True,False,False,False
2024-09-25,120.0,11,124,9,2024,121.0,135.0,118.0,130.71428571428572,130.3,9,2,False,False,False,True,False,False
2024-09-26,167.0,10,164,9,2024,141.0,148.0,139.0,134.42857142857142,131.23333333333332,9,3,False,False,True,False,False,False
2024-09-27,144.0,14,143,9,2024,130.0,133.0,119.0,136.42857142857142,132.06666666666666,9,4,False,False,False,False,False,True
2024-09-28,129.0,6,131,9,2024,148.0,107.0,123.0,133.71428571428572,132.26666666666668,9,5,False,False,True,False,False,False
2024-09-29,123.0,11,118,9,2024,144.0,115.0,134.0,130.71428571428572,131.9,9,6,False,False,False,True,False,True
2024-09-30,125.0,5,129,9,2024,102.0,111.0,137.0,134.0,131.5,9,0,False,False,True,False,False,True
2024-10-01,131.0,7,125,10,2024,130.0,128.0,127.0,134.14285714285714,131.63333333333333,10,1,False,False,False,False,True,False
2024-10-02,127.0,6,118,10,2024,120.0,121.0,93.0,135.14285714285714,132.76666666666668,10,2,False,False,False,True,False,True
2024-10-03,120.0,14,122,10,2024,167.0,141.0,149.0,128.42857142857142,131.8,10,3,False,False,False,False,False,True
2024-10-04,123.0,7,128,10,2024,144.0,130.0,146.0,125.42857142857143,131.03333333333333,10,4,False,False,False,False,False,False
2024-10-05,137.0,5,137,10,2024,129.0,148.0,141.0,126.57142857142857,130.9,10,5,False,False,False,False,False,True
2024-10-06,114.0,6,114,10,2024,123.0,144.0,145.0,125.28571428571429,129.86666666666667,10,6,False,False,True,False,False,True
2024-10-07,138.0,6,146,10,2024,125.0,102.0,146.0,127.14285714285714,129.6,10,0,False,False,False,False,False,True
2024-10-08,120.0,8,127,10,2024,131.0,130.0,155.0,125.57142857142857,128.43333333333334,10,1,False,False,False,True,True,False
2024-10-09,145.0,14,147,10,2024,127.0,120.0,130.0,128.14285714285714,128.93333333333334,10,2,False,False,True,False,True,False
2024-10-10,124.0,9,129,10,2024,120.0,167.0,112.0,128.71428571428572,129.33333333333334,10,3,False,False,False,True,False,False
2024-10-11,146.0,14,141,10,2024,123.0,144.0,135.0,132.0,129.7,10,4,False,False,True,False,True,False
2024-10-12,137.0,7,134,10,2024,137.0,129.0,148.0,132.0,129.33333333333334,10,5,False,False,False,False,True,False
2024-10-13,139.0,14,143,10,2024,114.0,123.0,133.0,135.57142857142858,129.53333333333333,10,6,False,False,True,False,True,False
2024-10-14,123.0,11,119,10,2024,138.0,125.0,107.0,133.42857142857142,130.06666666666666,10,0,False,False,False,True,True,False
2024-10-15,113.0,14,115,10,2024,120.0,131.0,115.0,132.42857142857142,130.0,10,1,False,False,False,False,False,True
2024-10-16,158.0,14,154,10,2024,145.0,127.0,111.0,134.28571428571428,131.56666666666666,10,2,False,False,False,True,False,False
2024-10-17,120.0,8,119,10,2024,124.0,120.0,128.0,133.71428571428572,131.3,10,3,False,False,False,True,False,False
2024-10-18,149.0,11,156,10,2024,146.0,123.0,121.0,134.14285714285714,132.23333333333332,10,4,False,False,False,False,True,False
2024-10-19,110.0,9,100,10,2024,137.0,137.0,141.0,130.28571428571428,131.2,10,5,False,False,False,True,False,True
2024-10-20,118.0,14,119,10,2024,139.0,114.0,130.0,127.28571428571429,130.8,10,6,False,False,False,False,True,False
2024-10-21,137.0,13,141,10,2024,123.0,138.0,148.0,129.28571428571428,130.43333333333334,10,0,False,False,False,True,False,True
2024-10-22,147.0,14,139,10,2024,113.0,120.0,144.0,134.14285714285714,130.53333333333333,10,1,False,False,False,False,True,False
2024-10-23,138.0,8,131,10,2024,158.0,145.0,102.0,131.28571428571428,131.73333333333332,10,2,False,False,True,False,False,False
2024-10-24,137.0,10,129,10,2024,120.0,124.0,130.0,133.71428571428572,131.96666666666667,10,3,False,False,False,False,False,False
2024-10-25,129.0,8,129,10,2024,149.0,146.0,120.0,130.85714285714286,132.26666666666668,10,4,False,False,False,True,False,True
2024-10-26,133.0,6,140,10,2024,110.0,137.0,167.0,134.14285714285714,131.13333333333333,10,5,False,False,False,False,False,False
2024-10-27,128.0,13,136,10,2024,118.0,139.0,144.0,135.57142857142858,130.6,10,6,False,False,True,False,False,False
2024-10-28,119.0,14,111,10,2024,137.0,123.0,129.0,133.0,130.26666666666668,10,0,False,False,True,False,True,False
2024-10-29,134.0,8,139,10,2024,147.0,113.0,123.0,131.14285714285714,130.63333333333333,10,1,False,False,False,False,False,True
2024-10-30,135.0,14,129,10,2024,138.0,158.0,125.0,130.71428571428572,130.96666666666667,10,2,False,False,False,False,False,True
2024-10-31,112.0,8,111,10,2024,137.0,120.0,131.0,127.14285714285714,130.33333333333334,10,3,False,False,False,False,True,False
2024-11-01,128.0,6,136,11,2024,129.0,149.0,127.0,127.0,130.36666666666667,11,4,False,False,False,True,False,True
2024-11-02,145.0,8,140,11,2024,133.0,110.0,120.0,128.71428571428572,131.2,11,5,False,False,False,False,False,True
2024-11-03,133.0,5,132,11,2024,128.0,118.0,123.0,129.42857142857142,131.53333333333333,11,6,False,False,True,False,False,True
2024-11-04,111.0,13,104,11,2024,119.0,137.0,137.0,128.28571428571428,130.66666666666666,11,0,False,False,False,False,False,False
2024-11-05,131.0,9,138,11,2024,134.0,147.0,114.0,127.85714285714286,131.23333333333332,11,1,False,False,False,True,True,False
2024-11-06,117.0,7,109,11,2024,135.0,138.0,138.0,125.28571428571429,130.53333333333333,11,2,False,False,True,False,True,False
2024-11-07,146.0,9,153,11,2024,112.0,137.0,120.0,130.14285714285714,131.4,11,3,False,False,True,False,True,False
2024-11-08,143.0,9,151,11,2024,128.0,129.0,145.0,132.28571428571428,131.33333333333334,11,4,False,False,False,True,False,True
2024-11-09,136.0,11,135,11,2024,145.0,133.0,124.0,131.0,131.73333333333332,11,5,False,False,False,False,False,False
2024-11-10,117.0,9,114,11,2024,133.0,128.0,146.0,128.71428571428572,130.76666666666668,11,6,False,False,True,False,False,False
2024-11-11,153.0,11,153,11,2024,111.0,119.0,137.0,134.71428571428572,131.3,11,0,False,False,True,False,False,False
2024-11-12,119.0,5,110,11,2024,131.0,134.0,139.0,133.0,130.63333333333333,11,1,False,False,True,False,False,False
2024-11-13,129.0,5,128,11,2024,117.0,135.0,123.0,134.71428571428572,130.83333333333334,11,2,False,False,False,False,False,False
2024-11-14,169.0,11,177,11,2024,146.0,112.0,113.0,138.0,132.7,11,3,False,False,False,True,False,False
2024-11-15,133.0,13,124,11,2024,143.0,128.0,158.0,136.57142857142858,131.86666666666667,11,4,False,False,True,False,True,False
2024-11-16,117.0,7,123,11,2024,136.0,145.0,120.0,133.85714285714286,131.76666666666668,11,5,False,False,False,False,False,True
2024-11-17,147.0,6,137,11,2024,117.0,133.0,149.0,138.14285714285714,131.7,11,6,False,False,True,False,False,True
2024-11-18,150.0,7,153,11,2024,153.0,111.0,110.0,137.71428571428572,133.03333333333333,11,0,False,False,False,False,False,True
2024-11-19,146.0,12,137,11,2024,119.0,131.0,118.0,141.57142857142858,133.96666666666667,11,1,False,False,False,True,False,False
2024-11-20,149.0,11,144,11,2024,129.0,117.0,137.0,144.42857142857142,134.36666666666667,11,2,False,False,False,True,True,False
2024-11-21,138.0,5,140,11,2024,169.0,146.0,147.0,140.0,134.06666666666666,11,3,False,False,False,False,True,False
2024-11-22,173.0,9,176,11,2024,133.0,143.0,138.0,145.71428571428572,135.23333333333332,11,4,False,False,True,False,False,True
2024-11-23,122.0,9,118,11,2024,117.0,136.0,137.0,146.42857142857142,134.73333333333332,11,5,False,False,False,False,False,True
2024-11-24,162.0,13,157,11,2024,147.0,117.0,129.0,148.57142857142858,135.83333333333334,11,6,False,False,True,False,False,True
2024-11-25,140.0,7,148,11,2024,150.0,153.0,133.0,147.14285714285714,136.06666666666666,11,0,False,False,False,True,False,False
2024-11-26,92.0,12,82,11,2024,146.0,119.0,128.0,139.42857142857142,134.86666666666667,11,1,False,False,True,False,True,False
2024-11-27,140.0,13,136,11,2024,149.0,129.0,119.0,138.14285714285714,135.56666666666666,11,2,False,False,False,False,True,False
2024-11-28,143.0,8,150,11,2024,138.0,169.0,134.0,138.85714285714286,135.86666666666667,11,3,False,False,False,False,True,False
2024-11-29,125.0,11,132,11,2024,173.0,133.0,135.0,132.0,135.53333333333333,11,4,False,False,False,True,True,False
2024-11-30,143.0,13,133,11,2024,122.0,117.0,112.0,135.0,136.56666666666666,11,5,False,False,False,False,False,False
2024-12-01,140.0,9,148,12,2024,162.0,147.0,128.0,131.85714285714286,136.96666666666667,12,6,False,False,False,False,True,False
2024-12-02,115.0,7,121,12,2024,140.0,150.0,145.0,128.28571428571428,135.96666666666667,12,0,False,False,False,True,False,False
2024-12-03,176.0,12,175,12,2024,92.0,146.0,133.0,140.28571428571428,137.4,12,1,False,False,False,False,False,False
2024-12-04,173.0,7,174,12,2024,140.0,149.0,111.0,145.0,139.46666666666667,12,2,False,False,False,False,False,False
2024-12-05,147.0,12,142,12,2024,143.0,138.0,131.0,145.57142857142858,140.0,12,3,False,False,False,False,True,False
2024-12-06,114.0,9,104,12,2024,125.0,173.0,117.0,144.0,139.9,12,4,False,False,True,False,False,False
2024-12-07,177.0,14,173,12,2024,143.0,122.0,146.0,148.85714285714286,140.93333333333334,12,5,False,False,False,False,False,False
2024-12-08,135.0,10,137,12,2024,140.0,162.0,143.0,148.14285714285714,140.66666666666666,12,6,False,False,True,False,False,True
2024-12-09,136.0,10,135,12,2024,115.0,140.0,136.0,151.14285714285714,140.66666666666666,12,0,False,False,True,False,False,True
2024-12-10,147.0,14,147,12,2024,176.0,92.0,117.0,147.0,141.66666666666666,12,1,False,False,False,True,False,False
2024-12-11,163.0,12,171,12,2024,173.0,140.0,153.0,145.57142857142858,142.0,12,2,False,False,False,True,True,False
2024-12-12,129.0,12,125,12,2024,147.0,143.0,119.0,143.0,142.33333333333334,12,3,False,False,False,True,False,False
2024-12-13,132.0,10,137,12,2024,114.0,125.0,129.0,145.57142857142858,142.43333333333334,12,4,False,False,True,False,False,True
2024-12-14,143.0,13,141,12,2024,177.0,143.0,169.0,140.71428571428572,141.56666666666666,12,5,False,False,True,False,False,False
2024-12-15,137.0,10,132,12,2024,135.0,140.0,133.0,141.0,141.7,12,6,False,False,False,True,True,False
2024-12-16,141.0,10,147,12,2024,136.0,115.0,117.0,141.71428571428572,142.5,12,0,False,False,False,True,True,False
2024-12-17,166.0,10,170,12,2024,147.0,176.0,147.0,144.42857142857142,143.13333333333333,12,1,False,False,True,False,False,False
2024-12-18,134.0,10,125,12,2024,163.0,173.0,150.0,140.28571428571428,142.6,12,2,False,False,False,False,False,True
2024-12-19,143.0,9,145,12,2024,129.0,147.0,146.0,142.28571428571428,142.5,12,3,False,False,False,True,False,True
2024-12-20,140.0,14,144,12,2024,132.0,114.0,149.0,143.42857142857142,142.2,12,4,False,False,True,False,False,True
2024-12-21,120.0,9,123,12,2024,143.0,177.0,138.0,140.14285714285714,141.6,12,5,False,False,False,False,False,False
2024-12-22,111.0,7,120,12,2024,137.0,135.0,173.0,136.42857142857142,139.53333333333333,12,6,False,False,True,False,True,False
2024-12-23,152.0,13,159,12,2024,141.0,136.0,122.0,138.0,140.53333333333333,12,0,False,False,True,False,True,False
2024-12-24,140.0,14,137,12,2024,166.0,147.0,162.0,134.28571428571428,139.8,12,1,False,False,False,False,False,False
2024-12-25,163.0,6,161,12,2024,134.0,163.0,140.0,138.42857142857142,140.56666666666666,12,2,False,False,False,True,True,False
2024-12-26,181.0,9,178,12,2024,143.0,129.0,92.0,143.85714285714286,143.53333333333333,12,3,False,False,True,False,True,False
2024-12-27,142.0,8,142,12,2024,140.0,132.0,140.0,144.14285714285714,143.6,12,4,False,False,False,True,True,False
2024-12-28,145.0,6,137,12,2024,120.0,143.0,143.0,147.71428571428572,143.66666666666666,12,5,False,False,False,False,False,False
2024-12-29,131.0,10,122,12,2024,111.0,137.0,125.0,150.57142857142858,143.86666666666667,12,6,False,False,False,True,True,False
2024-12-30,152.0,6,149,12,2024,152.0,141.0,143.0,150.57142857142858,144.16666666666666,12,0,False,False,False,True,False,True
2024-12-31,165.0,5,155,12,2024,140.0,166.0,140.0,154.14285714285714,145.0,12,1,False,False,True,False,False,False
2023-01-31,101.0,11,109,1,2023,107.0,68.0,104.0,109.71428571428571,105.23333333333333,1,1,True,False,True,False,False,True
2023-02-01,97.0,8,103,2,2023,114.0,117.0,108.0,107.28571428571429,104.86666666666666,2,2,True,False,False,False,False,True
2023-02-02,128.0,7,137,2,2023,114.0,118.0,100.0,109.28571428571429,105.8,2,3,True,False,False,True,False,True
2023-02-03,81.0,9,79,2,2023,82.0,102.0,100.0,109.14285714285714,105.16666666666667,2,4,True,False,False,False,False,False
2023-02-04,115.0,10,109,2,2023,120.0,107.0,114.0,108.42857142857143,105.2,2,5,True,False,False,True,False,True
2023-02-05,101.0,5,105,2,2023,119.0,119.0,115.0,105.85714285714286,104.73333333333333,2,6,True,False,False,False,False,False
2023-02-06,107.0,14,106,2,2023,118.0,112.0,109.0,104.28571428571429,104.66666666666667,2,0,True,False,False,False,True,False
2023-02-07,113.0,12,118,2,2023,101.0,107.0,98.0,106.0,105.16666666666667,2,1,True,False,True,False,True,False
2023-02-08,96.0,9,104,2,2023,97.0,114.0,113.0,105.85714285714286,104.6,2,2,True,False,False,True,False,True
2023-02-09,128.0,6,136,2,2023,128.0,114.0,91.0,105.85714285714286,105.83333333333333,2,3,True,False,False,False,False,False
2023-02-10,94.0,8,90,2,2023,81.0,82.0,109.0,107.71428571428571,105.33333333333333,2,4,True,False,False,True,False,False
2023-02-11,122.0,13,116,2,2023,115.0,120.0,99.0,108.71428571428571,106.1,2,5,True,False,False,False,True,False
2023-02-12,103.0,5,97,2,2023,101.0,119.0,108.0,109.0,105.93333333333334,2,6,True,False,False,True,False,False
2023-02-13,117.0,13,126,2,2023,107.0,118.0,91.0,110.42857142857143,106.8,2,0,True,False,False,False,False,True
2023-02-14,107.0,8,110,2,2023,113.0,101.0,91.0,109.57142857142857,107.33333333333333,2,1,True,False,True,False,True,False
2023-02-15,145.0,9,154,2,2023,96.0,97.0,93.0,116.57142857142857,109.06666666666666,2,2,True,False,False,False,False,False
2023-02-16,115.0,7,109,2,2023,128.0,128.0,68.0,114.71428571428571,110.63333333333334,2,3,True,False,True,False,False,False
2023-02-17,115.0,12,118,2,2023,94.0,81.0,117.0,117.71428571428571,110.56666666666666,2,4,True,False,False,True,True,False
2023-02-18,93.0,5,102,2,2023,122.0,115.0,118.0,113.57142857142857,109.73333333333333,2,5,True,False,False,True,False,True
2023-02-19,131.0,14,127,2,2023,103.0,101.0,102.0,117.57142857142857,110.7,2,6,True,False,False,True,False,False
2023-02-20,123.0,13,129,2,2023,117.0,107.0,107.0,118.42857142857143,111.23333333333333,2,0,True,False,False,True,False,True
2023-02-21,111.0,10,116,2,2023,107.0,113.0,119.0,119.0,110.96666666666667,2,1,True,False,True,False,False,True
