Date,Material_Name,Quantity_Consumed,Lead_Time,Sales_Volume,Vendor_Name,Location,Month,Year
2023-05-09,Cement,181,12,173,Vendor_A,Noida,5,2023
2023-05-09,Sand,124,5,126,Vendor_C,Ghaziabad,5,2023
2023-05-10,TMT_Steel,245,12,240,Vendor_C,Noida,5,2023
2023-05-10,Cement,174,13,164,Vendor_C,Noida,5,2023
2023-05-10,Sand,132,13,134,Vendor_B,Ghaziabad,5,2023
2023-05-11,TMT_Steel,201,14,195,Vendor_C,Noida,5,2023
2023-05-11,Cement,174,11,182,Vendor_B,Noida,5,2023
2023-05-11,Sand,118,8,125,Vendor_C,Delhi,5,2023
2023-05-12,TMT_Steel,212,11,203,Vendor_A,Noida,5,2023
2023-05-12,Cement,175,6,172,Vendor_A,Ghaziabad,5,2023
2023-05-12,Sand,86,7,88,Vendor_B,Noida,5,2023
2023-05-13,TMT_Steel,209,14,205,Vendor_A,Ghaziabad,5,2023
2023-05-13,Cement,154,6,152,Vendor_A,Delhi,5,2023
2023-05-13,Sand,133,10,127,Vendor_C,Delhi,5,2023
2023-05-14,TMT_Steel,193,8,186,Vendor_B,Ghaziabad,5,2023
2023-05-14,Cement,158,10,164,Vendor_C,Delhi,5,2023
2023-05-14,Sand,117,14,123,Vendor_C,Ghaziabad,5,2023
2023-05-15,TMT_Steel,204,6,211,Vendor_C,Noida,5,2023
2023-05-15,Cement,163,8,166,Vendor_A,Delhi,5,2023
2023-05-15,Sand,131,11,132,Vendor_C,Ghaziabad,5,2023
2023-05-16,TMT_Steel,240,5,240,Vendor_B,Noida,5,2023
2023-05-16,Cement,162,14,170,Vendor_A,Noida,5,2023
2023-05-16,Sand,83,6,74,Vendor_C,Ghaziabad,5,2023
2023-05-17,TMT_Steel,195,8,195,Vendor_C,Noida,5,2023
2023-05-17,Cement,161,8,152,Vendor_B,Noida,5,2023
2023-05-17,Sand,94,12,100,Vendor_A,Noida,5,2023
2023-05-18,TMT_Steel,226,9,230,Vendor_C,Delhi,5,2023
2023-05-18,Cement,145,7,139,Vendor_C,Delhi,5,2023
2023-05-18,Sand,138,14,128,Vendor_A,Delhi,5,2023
2023-05-19,TMT_Steel,209,5,201,Vendor_B,Delhi,5,2023
2023-05-19,Cement,168,6,169,Vendor_C,Delhi,5,2023
2023-05-19,Sand,112,13,109,Vendor_A,Noida,5,2023
2023-05-20,TMT_Steel,230,9,236,Vendor_B,Noida,5,2023
2023-05-20,Cement,160,8,167,Vendor_A,Ghaziabad,5,2023
2023-05-20,Sand,95,7,91,Vendor_B,Noida,5,2023
2023-05-21,TMT_Steel,203,8,195,Vendor_B,Ghaziabad,5,2023
2023-05-21,Cement,177,13,180,Vendor_A,Ghaziabad,5,2023
2023-05-21,Sand,91,10,89,Vendor_B,Noida,5,2023
2023-05-22,TMT_Steel,221,13,226,Vendor_A,Noida,5,2023
2023-05-22,Cement,169,12,160,Vendor_A,Noida,5,2023
2023-05-22,Sand,97,5,94,Vendor_C,Delhi,5,2023
2023-05-23,TMT_Steel,205,13,200,Vendor_C,Delhi,5,2023
2023-05-23,Cement,126,10,116,Vendor_C,Noida,5,2023
2023-05-23,Sand,116,12,124,Vendor_B,Ghaziabad,5,2023
2023-05-24,TMT_Steel,219,5,217,Vendor_A,Ghaziabad,5,2023
2023-05-24,Cement,164,10,168,Vendor_C,Ghaziabad,5,2023
2023-05-24,Sand,98,5,107,Vendor_A,Ghaziabad,5,2023
2023-05-25,TMT_Steel,208,6,198,Vendor_A,Noida,5,2023
2023-05-25,Cement,162,5,152,Vendor_C,Ghaziabad,5,2023
2023-05-25,Sand,104,6,100,Vendor_C,Delhi,5,2023
2023-05-26,TMT_Steel,227,11,222,Vendor_C,Noida,5,2023
2023-05-26,Cement,171,6,175,Vendor_C,Ghaziabad,5,2023
2023-05-26,Sand,97,11,96,Vendor_C,Noida,5,2023
2023-05-27,TMT_Steel,216,10,208,Vendor_A,Ghaziabad,5,2023
2023-05-27,Cement,163,10,161,Vendor_B,Delhi,5,2023
2023-05-27,Sand,133,6,131,Vendor_C,Delhi,5,2023
2023-05-28,TMT_Steel,234,12,235,Vendor_C,Delhi,5,2023
2023-05-28,Cement,163,11,172,Vendor_B,Ghaziabad,5,2023
2023-05-28,Sand,119,8,119,Vendor_A,Noida,5,2023
2023-05-29,TMT_Steel,243,13,235,Vendor_A,Delhi,5,2023
2023-05-29,Cement,178,6,177,Vendor_B,Ghaziabad,5,2023
2023-05-29,Sand,95,6,103,Vendor_A,Noida,5,2023
2023-05-30,TMT_Steel,202,6,197,Vendor_B,Delhi,5,2023
2023-05-30,Cement,140,7,138,Vendor_C,Ghaziabad,5,2023
2023-05-30,Sand,128,7,127,Vendor_B,Ghaziabad,5,2023
2023-05-31,TMT_Steel,202,5,206,Vendor_B,Noida,5,2023
2023-05-31,Cement,163,5,159,Vendor_C,Noida,5,2023
2023-05-31,Sand,116,9,125,Vendor_A,Noida,5,2023
2023-06-01,TMT_Steel,219,8,212,Vendor_B,Ghaziabad,6,2023
2023-06-01,Cement,206,13,214,Vendor_B,Ghaziabad,6,2023
2023-06-01,Sand,115,14,108,Vendor_C,Noida,6,2023
2023-06-02,TMT_Steel,208,6,199,Vendor_A,Noida,6,2023
2023-06-02,Cement,186,10,179,Vendor_C,Noida,6,2023
2023-06-02,Sand,96,6,88,Vendor_C,Delhi,6,2023
2023-06-03,TMT_Steel,188,9,185,Vendor_A,Ghaziabad,6,2023
2023-06-03,Cement,150,8,147,Vendor_A,Noida,6,2023
2023-06-03,Sand,115,11,120,Vendor_B,Ghaziabad,6,2023
2023-06-04,TMT_Steel,188,11,179,Vendor_A,Ghaziabad,6,2023
2023-06-04,Cement,180,9,174,Vendor_B,Ghaziabad,6,2023
2023-06-04,Sand,107,12,111,Vendor_C,Delhi,6,2023
2023-06-05,TMT_Steel,197,13,193,Vendor_C,Noida,6,2023
2023-06-05,Cement,148,13,154,Vendor_B,Noida,6,2023
2023-06-05,Sand,112,7,103,Vendor_C,Ghaziabad,6,2023
2023-06-06,TMT_Steel,189,12,186,Vendor_B,Ghaziabad,6,2023
2023-06-06,Cement,175,11,168,Vendor_C,Noida,6,2023
2023-06-06,Sand,85,10,77,Vendor_C,Delhi,6,2023
2023-06-07,TMT_Steel,204,14,207,Vendor_C,Delhi,6,2023
2023-06-07,Cement,187,5,185,Vendor_C,Ghaziabad,6,2023
2023-06-07,Sand,99,8,93,Vendor_C,Delhi,6,2023
2023-06-08,TMT_Steel,216,13,225,Vendor_A,Noida,6,2023
2023-06-08,Cement,159,9,159,Vendor_B,Delhi,6,2023
2023-06-08,Sand,115,5,121,Vendor_B,Noida,6,2023
2023-06-09,TMT_Steel,175,12,176,Vendor_C,Noida,6,2023
2023-06-09,Cement,173,8,174,Vendor_C,Delhi,6,2023
2023-06-09,Sand,111,6,118,Vendor_A,Delhi,6,2023
2023-06-10,TMT_Steel,202,11,192,Vendor_C,Delhi,6,2023
2023-06-10,Cement,150,10,142,Vendor_A,Ghaziabad,6,2023
2023-06-10,Sand,110,14,111,Vendor_A,Delhi,6,2023
2023-06-11,TMT_Steel,193,9,202,Vendor_C,Ghaziabad,6,2023
2023-06-11,Cement,186,13,177,Vendor_B,Noida,6,2023
2023-06-11,Sand,103,13,110,Vendor_A,Ghaziabad,6,2023
2023-06-12,TMT_Steel,183,6,183,Vendor_C,Noida,6,2023
2023-06-12,Cement,164,10,165,Vendor_C,Ghaziabad,6,2023
2023-06-12,Sand,123,11,122,Vendor_C,Noida,6,2023
2023-06-13,TMT_Steel,190,6,187,Vendor_C,Delhi,6,2023
2023-06-13,Cement,165,9,160,Vendor_B,Ghaziabad,6,2023
2023-06-13,Sand,94,10,98,Vendor_A,Ghaziabad,6,2023
2023-06-14,TMT_Steel,218,14,218,Vendor_C,Delhi,6,2023
2023-06-14,Cement,137,6,144,Vendor_C,Noida,6,2023
2023-06-14,Sand,120,5,117,Vendor_A,Ghaziabad,6,2023
2023-06-15,TMT_Steel,210,12,211,Vendor_B,Noida,6,2023
2023-06-15,Cement,164,9,167,Vendor_C,Ghaziabad,6,2023
2023-06-15,Sand,107,9,112,Vendor_C,Noida,6,2023
2023-06-16,TMT_Steel,177,6,168,Vendor_A,Delhi,6,2023
2023-06-16,Cement,169,13,164,Vendor_B,Noida,6,2023
2023-06-16,Sand,100,8,98,Vendor_B,Delhi,6,2023
2023-06-17,TMT_Steel,208,10,199,Vendor_A,Delhi,6,2023
2023-06-17,Cement,172,6,167,Vendor_C,Noida,6,2023
2023-06-17,Sand,86,13,93,Vendor_C,Ghaziabad,6,2023
2023-06-18,TMT_Steel,216,12,206,Vendor_A,Delhi,6,2023
2023-06-18,Cement,148,13,144,Vendor_C,Delhi,6,2023
2023-06-18,Sand,121,9,117,Vendor_A,Delhi,6,2023
2023-06-19,TMT_Steel,182,13,190,Vendor_B,Ghaziabad,6,2023
2023-06-19,Cement,170,10,162,Vendor_B,Ghaziabad,6,2023
2023-06-19,Sand,137,7,137,Vendor_A,Delhi,6,2023
2023-06-20,TMT_Steel,210,13,201,Vendor_B,Noida,6,2023
2023-06-20,Cement,138,9,130,Vendor_C,Ghaziabad,6,2023
2023-06-20,Sand,104,9,99,Vendor_C,Ghaziabad,6,2023
2023-06-21,TMT_Steel,220,9,221,Vendor_C,Delhi,6,2023
2023-06-21,Cement,175,8,176,Vendor_B,Ghaziabad,6,2023
2023-06-21,Sand,76,11,80,Vendor_A,Noida,6,2023
2023-06-22,TMT_Steel,212,9,212,Vendor_B,Noida,6,2023
2023-06-22,Cement,166,11,166,Vendor_A,Delhi,6,2023
2023-06-22,Sand,105,8,113,Vendor_A,Delhi,6,2023
2023-06-23,TMT_Steel,208,10,210,Vendor_A,Delhi,6,2023
2023-06-23,Cement,145,9,138,Vendor_C,Ghaziabad,6,2023
2023-06-23,Sand,96,7,105,Vendor_C,Delhi,6,2023
2023-06-24,TMT_Steel,190,6,197,Vendor_C,Noida,6,2023
2023-06-24,Cement,155,8,161,Vendor_A,Ghaziabad,6,2023
2023-06-24,Sand,103,14,99,Vendor_B,Noida,6,2023
2023-06-25,TMT_Steel,221,11,217,Vendor_A,Noida,6,2023
2023-06-25,Cement,166,12,165,Vendor_A,Delhi,6,2023
2023-06-25,Sand,92,8,85,Vendor_A,Delhi,6,2023
2023-06-26,TMT_Steel,222,12,212,Vendor_B,Delhi,6,2023
2023-06-26,Cement,150,14,152,Vendor_A,Delhi,6,2023
2023-06-26,Sand,105,14,103,Vendor_A,Ghaziabad,6,2023
2023-06-27,TMT_Steel,235,14,233,Vendor_A,Delhi,6,2023
2023-06-27,Cement,144,12,143,Vendor_B,Ghaziabad,6,2023
2023-06-27,Sand,85,5,90,Vendor_A,Noida,6,2023
2023-06-28,TMT_Steel,212,12,219,Vendor_C,Ghaziabad,6,2023
2023-06-28,Cement,140,8,148,Vendor_B,Delhi,6,2023
2023-06-28,Sand,128,7,135,Vendor_B,Noida,6,2023
2023-06-29,TMT_Steel,188,14,181,Vendor_C,Noida,6,2023
2023-06-29,Cement,184,5,188,Vendor_B,Noida,6,2023
2023-06-29,Sand,82,6,74,Vendor_C,Ghaziabad,6,2023
2023-06-30,TMT_Steel,237,9,242,Vendor_B,Delhi,6,2023
2023-06-30,Cement,122,7,126,Vendor_C,Ghaziabad,6,2023
2023-06-30,Sand,114,13,113,Vendor_A,Delhi,6,2023
2023-07-01,TMT_Steel,233,13,236,Vendor_B,Ghaziabad,7,2023
2023-07-01,Cement,154,11,146,Vendor_C,Delhi,7,2023
2023-07-01,Sand,100,7,107,Vendor_B,Ghaziabad,7,2023
2023-07-02,TMT_Steel,171,5,169,Vendor_B,Noida,7,2023
2023-07-02,Cement,120,11,120,Vendor_C,Noida,7,2023
2023-07-02,Sand,115,14,108,Vendor_A,Noida,7,2023
2023-07-03,TMT_Steel,191,14,186,Vendor_A,Ghaziabad,7,2023
2023-07-03,Cement,152,12,145,Vendor_C,Ghaziabad,7,2023
2023-07-03,Sand,103,5,97,Vendor_B,Noida,7,2023
2023-07-04,TMT_Steel,174,10,164,Vendor_A,Noida,7,2023
2023-07-04,Cement,172,11,170,Vendor_A,Delhi,7,2023
2023-07-04,Sand,99,9,90,Vendor_B,Delhi,7,2023
2023-07-05,TMT_Steel,187,9,188,Vendor_C,Ghaziabad,7,2023
2023-07-05,Cement,158,10,150,Vendor_B,Ghaziabad,7,2023
2023-07-05,Sand,75,14,76,Vendor_B,Delhi,7,2023
2023-07-06,TMT_Steel,216,6,217,Vendor_C,Ghaziabad,7,2023
2023-07-06,Cement,130,5,125,Vendor_B,Noida,7,2023
2023-07-06,Sand,98,12,107,Vendor_C,Noida,7,2023
2023-07-07,TMT_Steel,199,14,200,Vendor_B,Delhi,7,2023
2023-07-07,Cement,133,14,138,Vendor_B,Delhi,7,2023
2023-07-07,Sand,107,5,112,Vendor_B,Ghaziabad,7,2023
2023-07-08,TMT_Steel,162,12,170,Vendor_B,Ghaziabad,7,2023
2023-07-08,Cement,140,8,134,Vendor_B,Delhi,7,2023
2023-07-08,Sand,98,10,107,Vendor_A,Noida,7,2023
2023-07-09,TMT_Steel,209,12,216,Vendor_B,Ghaziabad,7,2023
2023-07-09,Cement,139,10,144,Vendor_B,Noida,7,2023
2023-07-09,Sand,102,6,111,Vendor_C,Noida,7,2023
2023-07-10,TMT_Steel,186,9,184,Vendor_A,Delhi,7,2023
2023-07-10,Cement,129,13,120,Vendor_A,Noida,7,2023
2023-07-10,Sand,69,11,78,Vendor_A,Ghaziabad,7,2023
2023-07-11,TMT_Steel,204,6,197,Vendor_C,Ghaziabad,7,2023
2023-07-11,Cement,159,10,159,Vendor_C,Delhi,7,2023
2023-07-11,Sand,97,8,91,Vendor_C,Delhi,7,2023
2023-07-12,TMT_Steel,197,12,189,Vendor_B,Ghaziabad,7,2023
2023-07-12,Cement,144,10,143,Vendor_B,Noida,7,2023
2023-07-12,Sand,90,13,93,Vendor_C,Delhi,7,2023
2023-07-13,TMT_Steel,189,9,193,Vendor_A,Noida,7,2023
2023-07-13,Cement,156,13,147,Vendor_B,Noida,7,2023
2023-07-13,Sand,97,8,87,Vendor_A,Noida,7,2023
2023-07-14,TMT_Steel,180,10,185,Vendor_B,Delhi,7,2023
2023-07-14,Cement,150,8,153,Vendor_A,Ghaziabad,7,2023
2023-07-14,Sand,57,9,59,Vendor_A,Delhi,7,2023
2023-07-15,TMT_Steel,196,12,187,Vendor_B,Delhi,7,2023
2023-07-15,Cement,159,8,163,Vendor_B,Ghaziabad,7,2023
2023-07-15,Sand,44,8,46,Vendor_C,Ghaziabad,7,2023
2023-07-16,TMT_Steel,180,6,175,Vendor_C,Delhi,7,2023
2023-07-16,Cement,142,7,150,Vendor_C,Noida,7,2023
2023-07-16,Sand,75,6,66,Vendor_C,Ghaziabad,7,2023
2023-07-17,TMT_Steel,198,13,202,Vendor_A,Delhi,7,2023
2023-07-17,Cement,126,7,124,Vendor_B,Delhi,7,2023
2023-07-17,Sand,90,5,86,Vendor_A,Delhi,7,2023
2023-07-18,TMT_Steel,196,9,202,Vendor_C,Noida,7,2023
2023-07-18,Cement,144,8,140,Vendor_A,Noida,7,2023
2023-07-18,Sand,101,11,96,Vendor_A,Noida,7,2023
2023-07-19,TMT_Steel,178,9,185,Vendor_B,Delhi,7,2023
2023-07-19,Cement,142,11,134,Vendor_B,Noida,7,2023
2023-07-19,Sand,108,11,111,Vendor_B,Delhi,7,2023
2023-07-20,TMT_Steel,206,9,197,Vendor_B,Delhi,7,2023
2023-07-20,Cement,155,9,150,Vendor_B,Ghaziabad,7,2023
2023-07-20,Sand,85,9,81,Vendor_C,Delhi,7,2023
2023-07-21,TMT_Steel,199,9,189,Vendor_C,Noida,7,2023
2023-07-21,Cement,149,9,156,Vendor_B,Ghaziabad,7,2023
2023-07-21,Sand,109,8,111,Vendor_C,Noida,7,2023
2023-07-22,TMT_Steel,172,9,172,Vendor_B,Delhi,7,2023
2023-07-22,Cement,131,11,140,Vendor_B,Delhi,7,2023
2023-07-22,Sand,87,12,94,Vendor_B,Ghaziabad,7,2023
2023-07-23,TMT_Steel,201,13,193,Vendor_B,Ghaziabad,7,2023
2023-07-23,Cement,157,9,156,Vendor_C,Noida,7,2023
2023-07-23,Sand,97,5,96,Vendor_B,Noida,7,2023
2023-07-24,TMT_Steel,209,5,214,Vendor_C,Ghaziabad,7,2023
2023-07-24,Cement,125,6,124,Vendor_B,Ghaziabad,7,2023
2023-07-24,Sand,124,12,115,Vendor_B,Noida,7,2023
2023-07-25,TMT_Steel,183,5,180,Vendor_B,Delhi,7,2023
2023-07-25,Cement,132,7,134,Vendor_B,Ghaziabad,7,2023
2023-07-25,Sand,94,5,88,Vendor_B,Delhi,7,2023
2023-07-26,TMT_Steel,182,13,179,Vendor_C,Noida,7,2023
2023-07-26,Cement,140,5,140,Vendor_C,Ghaziabad,7,2023
2023-07-26,Sand,79,8,82,Vendor_A,Delhi,7,2023
2023-07-27,TMT_Steel,210,8,210,Vendor_C,Ghaziabad,7,2023
2023-07-27,Cement,151,14,159,Vendor_A,Ghaziabad,7,2023
2023-07-27,Sand,108,9,102,Vendor_A,Noida,7,2023
2023-07-28,TMT_Steel,208,10,207,Vendor_A,Delhi,7,2023
2023-07-28,Cement,151,5,155,Vendor_B,Ghaziabad,7,2023
2023-07-28,Sand,106,6,104,Vendor_B,Delhi,7,2023
2023-07-29,TMT_Steel,179,6,183,Vendor_A,Noida,7,2023
2023-07-29,Cement,137,14,144,Vendor_B,Delhi,7,2023
2023-07-29,Sand,89,12,82,Vendor_C,Delhi,7,2023
2023-07-30,TMT_Steel,190,6,195,Vendor_A,Delhi,7,2023
2023-07-30,Cement,125,14,125,Vendor_B,Delhi,7,2023
2023-07-30,Sand,98,13,96,Vendor_B,Ghaziabad,7,2023
2023-07-31,TMT_Steel,187,14,184,Vendor_A,Noida,7,2023
2023-07-31,Cement,148,9,157,Vendor_A,Delhi,7,2023
2023-07-31,Sand,92,7,93,Vendor_A,Delhi,7,2023
2023-08-01,TMT_Steel,194,14,186,Vendor_A,Ghaziabad,8,2023
2023-08-01,Cement,152,5,148,Vendor_B,Delhi,8,2023
2023-08-01,Sand,94,9,96,Vendor_B,Delhi,8,2023
2023-08-02,TMT_Steel,164,12,161,Vendor_B,Delhi,8,2023
2023-08-02,Cement,120,10,120,Vendor_C,Delhi,8,2023
2023-08-02,Sand,93,13,93,Vendor_C,Delhi,8,2023
2023-08-03,TMT_Steel,187,8,191,Vendor_B,Noida,8,2023
2023-08-03,Cement,138,7,145,Vendor_A,Noida,8,2023
2023-08-03,Sand,83,9,83,Vendor_B,Ghaziabad,8,2023
2023-08-04,TMT_Steel,174,12,164,Vendor_C,Delhi,8,2023
2023-08-04,Cement,126,13,122,Vendor_A,Delhi,8,2023
2023-08-04,Sand,92,12,86,Vendor_B,Delhi,8,2023
2023-08-05,TMT_Steel,185,9,175,Vendor_A,Ghaziabad,8,2023
2023-08-05,Cement,138,5,130,Vendor_C,Delhi,8,2023
2023-08-05,Sand,75,6,74,Vendor_A,Delhi,8,2023
2023-08-06,TMT_Steel,179,13,179,Vendor_C,Noida,8,2023
2023-08-06,Cement,163,6,159,Vendor_A,Delhi,8,2023
2023-08-06,Sand,94,13,92,Vendor_B,Noida,8,2023
2023-08-07,TMT_Steel,186,5,187,Vendor_B,Delhi,8,2023
2023-08-07,Cement,138,13,141,Vendor_C,Noida,8,2023
2023-08-07,Sand,86,7,86,Vendor_A,Ghaziabad,8,2023
2023-08-08,TMT_Steel,194,12,189,Vendor_C,Delhi,8,2023
2023-08-08,Cement,121,8,125,Vendor_C,Delhi,8,2023
2023-08-08,Sand,88,14,97,Vendor_A,Noida,8,2023
2023-08-09,TMT_Steel,191,10,185,Vendor_A,Noida,8,2023
2023-08-09,Cement,151,11,148,Vendor_A,Noida,8,2023
2023-08-09,Sand,105,5,114,Vendor_B,Delhi,8,2023
2023-08-10,TMT_Steel,178,8,174,Vendor_C,Delhi,8,2023
2023-08-10,Cement,164,14,158,Vendor_C,Ghaziabad,8,2023
2023-08-10,Sand,88,8,97,Vendor_C,Ghaziabad,8,2023
2023-08-11,TMT_Steel,186,7,193,Vendor_C,Delhi,8,2023
2023-08-11,Cement,127,5,135,Vendor_A,Delhi,8,2023
2023-08-11,Sand,72,14,74,Vendor_A,Ghaziabad,8,2023
2023-08-12,TMT_Steel,192,9,187,Vendor_C,Ghaziabad,8,2023
2023-08-12,Cement,138,8,143,Vendor_C,Delhi,8,2023
2023-08-12,Sand,109,11,115,Vendor_A,Ghaziabad,8,2023
2023-08-13,TMT_Steel,177,13,183,Vendor_A,Noida,8,2023
2023-08-13,Cement,116,5,118,Vendor_A,Delhi,8,2023
2023-08-13,Sand,114,10,119,Vendor_A,Delhi,8,2023
2023-08-14,TMT_Steel,170,11,174,Vendor_B,Delhi,8,2023
2023-08-14,Cement,164,14,173,Vendor_A,Noida,8,2023
2023-08-14,Sand,109,7,116,Vendor_B,Noida,8,2023
2023-08-15,TMT_Steel,178,7,184,Vendor_C,Ghaziabad,8,2023
2023-08-15,Cement,147,14,155,Vendor_A,Delhi,8,2023
2023-08-15,Sand,79,9,73,Vendor_C,Ghaziabad,8,2023
2023-08-16,TMT_Steel,193,5,202,Vendor_B,Noida,8,2023
2023-08-16,Cement,146,10,139,Vendor_A,Delhi,8,2023
2023-08-16,Sand,84,11,77,Vendor_C,Ghaziabad,8,2023
2023-08-17,TMT_Steel,181,12,190,Vendor_B,Ghaziabad,8,2023
2023-08-17,Cement,120,9,113,Vendor_C,Delhi,8,2023
2023-08-17,Sand,71,11,63,Vendor_B,Ghaziabad,8,2023
2023-08-18,TMT_Steel,172,12,175,Vendor_B,Noida,8,2023
2023-08-18,Cement,134,13,133,Vendor_A,Delhi,8,2023
2023-08-18,Sand,89,10,91,Vendor_B,Delhi,8,2023
2023-08-19,TMT_Steel,184,8,184,Vendor_B,Delhi,8,2023
2023-08-19,Cement,123,14,130,Vendor_B,Noida,8,2023
2023-08-19,Sand,55,5,62,Vendor_C,Noida,8,2023
2023-08-20,TMT_Steel,196,10,192,Vendor_B,Ghaziabad,8,2023
2023-08-20,Cement,138,11,142,Vendor_A,Noida,8,2023
2023-08-20,Sand,86,14,85,Vendor_A,Noida,8,2023
2023-08-21,TMT_Steel,161,14,155,Vendor_C,Noida,8,2023
2023-08-21,Cement,126,9,133,Vendor_B,Noida,8,2023
2023-08-21,Sand,68,7,74,Vendor_C,Ghaziabad,8,2023
2023-08-22,TMT_Steel,193,13,201,Vendor_B,Ghaziabad,8,2023
2023-08-22,Cement,125,10,121,Vendor_C,Noida,8,2023
2023-08-22,Sand,108,5,98,Vendor_A,Ghaziabad,8,2023
2023-08-23,TMT_Steel,199,10,195,Vendor_A,Noida,8,2023
2023-08-23,Cement,100,5,106,Vendor_C,Ghaziabad,8,2023
2023-08-23,Sand,64,5,55,Vendor_B,Noida,8,2023
2023-08-24,TMT_Steel,192,9,191,Vendor_B,Noida,8,2023
2023-08-24,Cement,140,14,131,Vendor_A,Ghaziabad,8,2023
2023-08-24,Sand,70,7,61,Vendor_B,Delhi,8,2023
2023-08-25,TMT_Steel,193,12,197,Vendor_A,Ghaziabad,8,2023
2023-08-25,Cement,164,14,159,Vendor_B,Ghaziabad,8,2023
2023-08-25,Sand,51,14,60,Vendor_C,Delhi,8,2023
2023-08-26,TMT_Steel,183,8,176,Vendor_B,Ghaziabad,8,2023
2023-08-26,Cement,111,10,115,Vendor_A,Noida,8,2023
2023-08-26,Sand,85,13,94,Vendor_B,Noida,8,2023
2023-08-27,TMT_Steel,207,6,213,Vendor_A,Ghaziabad,8,2023
2023-08-27,Cement,139,12,131,Vendor_A,Noida,8,2023
2023-08-27,Sand,72,10,64,Vendor_A,Noida,8,2023
2023-08-28,TMT_Steel,160,8,156,Vendor_C,Delhi,8,2023
2023-08-28,Cement,100,7,100,Vendor_C,Delhi,8,2023
2023-08-28,Sand,67,7,61,Vendor_C,Noida,8,2023
2023-08-29,TMT_Steel,175,12,172,Vendor_C,Ghaziabad,8,2023
2023-08-29,Cement,125,8,123,Vendor_C,Noida,8,2023
2023-08-29,Sand,68,12,66,Vendor_A,Noida,8,2023
2023-08-30,TMT_Steel,166,14,173,Vendor_A,Delhi,8,2023
2023-08-30,Cement,163,11,154,Vendor_C,Ghaziabad,8,2023
2023-08-30,Sand,55,7,60,Vendor_C,Delhi,8,2023
2023-08-31,TMT_Steel,194,12,194,Vendor_B,Delhi,8,2023
2023-08-31,Cement,128,5,123,Vendor_B,Delhi,8,2023
2023-08-31,Sand,76,9,73,Vendor_B,Ghaziabad,8,2023
2023-09-01,TMT_Steel,183,9,188,Vendor_A,Delhi,9,2023
2023-09-01,Cement,163,13,171,Vendor_C,Noida,9,2023
2023-09-01,Sand,66,11,67,Vendor_B,Noida,9,2023
2023-09-02,TMT_Steel,181,6,183,Vendor_C,Ghaziabad,9,2023
2023-09-02,Cement,139,10,132,Vendor_A,Noida,9,2023
2023-09-02,Sand,88,5,80,Vendor_A,Delhi,9,2023
2023-09-03,TMT_Steel,170,13,163,Vendor_A,Ghaziabad,9,2023
2023-09-03,Cement,124,7,118,Vendor_A,Delhi,9,2023
2023-09-03,Sand,90,8,88,Vendor_A,Noida,9,2023
2023-09-04,TMT_Steel,186,9,184,Vendor_A,Ghaziabad,9,2023
2023-09-04,Cement,143,10,134,Vendor_B,Noida,9,2023
2023-09-04,Sand,74,9,79,Vendor_B,Noida,9,2023
2023-09-05,TMT_Steel,196,9,186,Vendor_B,Noida,9,2023
2023-09-05,Cement,144,6,152,Vendor_A,Delhi,9,2023
2023-09-05,Sand,79,13,79,Vendor_B,Delhi,9,2023
2023-09-06,TMT_Steel,210,9,216,Vendor_A,Noida,9,2023
2023-09-06,Cement,107,7,108,Vendor_A,Delhi,9,2023
2023-09-06,Sand,77,11,81,Vendor_C,Ghaziabad,9,2023
2023-09-07,TMT_Steel,171,13,166,Vendor_C,Delhi,9,2023
2023-09-07,Cement,144,10,148,Vendor_A,Noida,9,2023
2023-09-07,Sand,75,9,79,Vendor_B,Ghaziabad,9,2023
2023-09-08,TMT_Steel,189,5,190,Vendor_B,Noida,9,2023
2023-09-08,Cement,134,13,130,Vendor_C,Noida,9,2023
2023-09-08,Sand,91,7,98,Vendor_C,Noida,9,2023
2023-09-09,TMT_Steel,198,10,188,Vendor_A,Delhi,9,2023
2023-09-09,Cement,141,12,132,Vendor_C,Noida,9,2023
2023-09-09,Sand,109,10,112,Vendor_A,Noida,9,2023
2023-09-10,TMT_Steel,172,7,164,Vendor_A,Delhi,9,2023
2023-09-10,Cement,111,8,114,Vendor_B,Noida,9,2023
2023-09-10,Sand,80,14,83,Vendor_A,Noida,9,2023
2023-09-11,TMT_Steel,176,11,171,Vendor_B,Noida,9,2023
2023-09-11,Cement,136,7,139,Vendor_A,Noida,9,2023
2023-09-11,Sand,70,14,62,Vendor_C,Ghaziabad,9,2023
2023-09-12,TMT_Steel,193,11,195,Vendor_A,Noida,9,2023
2023-09-12,Cement,138,13,141,Vendor_C,Ghaziabad,9,2023
2023-09-12,Sand,94,8,102,Vendor_C,Ghaziabad,9,2023
2023-09-13,TMT_Steel,173,12,176,Vendor_A,Delhi,9,2023
2023-09-13,Cement,136,5,133,Vendor_B,Noida,9,2023
2023-09-13,Sand,108,5,106,Vendor_B,Delhi,9,2023
2023-09-14,TMT_Steel,152,9,152,Vendor_C,Delhi,9,2023
2023-09-14,Cement,126,13,118,Vendor_A,Noida,9,2023
2023-09-14,Sand,96,8,89,Vendor_B,Delhi,9,2023
2023-09-15,TMT_Steel,167,6,164,Vendor_A,Delhi,9,2023
2023-09-15,Cement,144,12,142,Vendor_A,Ghaziabad,9,2023
